prob_without_word,word,id,prob,prob_diff
0.08952667827221897,ok.,48601,0.009945777014809747,-0.07958090125740921
0.10801360400020767,for,48601,0.009945777014809747,-0.09806782698539793
0.06985133379048433,"starters,",48601,0.009945777014809747,-0.059905556775674586
0.10247155495581409,taxi,48601,0.009945777014809747,-0.09252577794100433
0.08834556284549407,driver,48601,0.009945777014809747,-0.07839978583068433
0.083693905080872,is,48601,0.009945777014809747,-0.07374812806606226
0.11731818580213021,amazing.,48601,0.009945777014809747,-0.10737240878732046
0.10482828879444694,"this,",48601,0.009945777014809747,-0.09488251177963719
0.11020405961827102,this,48601,0.009945777014809747,-0.10025828260346129
0.09040233169887475,is,48601,0.009945777014809747,-0.08045655468406501
0.11139755534049635,not,48601,0.009945777014809747,-0.10145177832568661
0.10254793527040877,taxi,48601,0.009945777014809747,-0.09260215825559903
0.09131504290553973,driver,48601,0.009945777014809747,-0.08136926589072999
0.07564635760298154,or,48601,0.009945777014809747,-0.0657005805881718
0.09114220512388686,amazing.,48601,0.009945777014809747,-0.08119642810907712
0.07978855226198202,what,48601,0.009945777014809747,-0.06984277524717228
0.08487896563491605,it,48601,0.009945777014809747,-0.07493318862010631
0.07755486330628972,is,48601,0.009945777014809747,-0.06760908629147996
0.07755486330628972,is,48601,0.009945777014809747,-0.06760908629147996
0.05600593261452494,bad.,48601,0.009945777014809747,-0.04606015559971519
0.07994461797729403,but,48601,0.009945777014809747,-0.0699988409624843
0.06395223642111443,i,48601,0.009945777014809747,-0.054006459406304684
0.07347003179946482,thought,48601,0.009945777014809747,-0.06352425478465507
0.06787176537981633,it,48601,0.009945777014809747,-0.057925988365006585
0.06927626452579588,was,48601,0.009945777014809747,-0.05933048751098614
0.08986790783995177,bad,48601,0.009945777014809747,-0.07992213082514202
0.050974375752000554,"funny,",48601,0.009945777014809747,-0.04102859873719081
0.06951485473710264,which,48601,0.009945777014809747,-0.0595690777222929
0.06777899249305347,means,48601,0.009945777014809747,-0.05783321547824372
0.07649255697330626,that,48601,0.009945777014809747,-0.0665467799584965
0.07482108960193803,it,48601,0.009945777014809747,-0.06487531258712828
0.08562553800098456,did,48601,0.009945777014809747,-0.07567976098617482
0.0803964376077705,have,48601,0.009945777014809747,-0.07045066059296076
0.07993407521805049,some,48601,0.009945777014809747,-0.06998829820324073
0.06624341621857852,redeeming,48601,0.009945777014809747,-0.05629763920376877
0.06206291856780312,qualities.,48601,0.009945777014809747,-0.05211714155299337
0.07874086445514751,like,48601,0.009945777014809747,-0.06879508744033777
0.07675884812229446,the,48601,0.009945777014809747,-0.06681307110748472
0.09526167029010049,dialogue...wow.,48601,0.009945777014809747,-0.08531589327529074
0.0789169715997672,there,48601,0.009945777014809747,-0.06897119458495746
0.07957701837204964,was,48601,0.009945777014809747,-0.06963124135723989
0.07385974439378222,more,48601,0.009945777014809747,-0.06391396737897248
0.1384334756460063,or,48601,0.009945777014809747,-0.12848769863119655
0.09591958792216985,less,48601,0.009945777014809747,-0.08597381090736012
0.09852147942399712,no,48601,0.009945777014809747,-0.08857570240918738
0.1013679262030422,"plot,",48601,0.009945777014809747,-0.09142214918823247
0.0931760959403929,the,48601,0.009945777014809747,-0.08323031892558316
0.07580981078404007,characters,48601,0.009945777014809747,-0.06586403376923033
0.08055284235005655,were,48601,0.009945777014809747,-0.0706070653352468
0.07543550087568256,all,48601,0.009945777014809747,-0.06548972386087282
0.1124494989144278,"stupid,",48601,0.009945777014809747,-0.10250372189961807
0.07492701905193949,and,48601,0.009945777014809747,-0.06498124203712974
0.07078190264573452,the,48601,0.009945777014809747,-0.06083612563092477
0.10322808676653818,movie,48601,0.009945777014809747,-0.09328230975172844
0.07070341757841989,was,48601,0.009945777014809747,-0.06075764056361014
0.0834603839443454,preachy.,48601,0.009945777014809747,-0.07351460692953565
0.08229434061094192,there,48601,0.009945777014809747,-0.07234856359613218
0.0839813527929496,were,48601,0.009945777014809747,-0.07403557577813985
0.07554923413808956,some,48601,0.009945777014809747,-0.06560345712327981
0.06937283219931384,places,48601,0.009945777014809747,-0.05942705518450409
0.09501283140923855,were,48601,0.009945777014809747,-0.0850670543944288
0.05566610562991784,i,48601,0.009945777014809747,-0.045720328615108094
0.10500721902611092,thought,48601,0.009945777014809747,-0.09506144201130118
0.09174823757741712,the,48601,0.009945777014809747,-0.08180246056260737
0.0903070161024659,movie,48601,0.009945777014809747,-0.08036123908765616
0.08488248199531777,would,48601,0.009945777014809747,-0.07493670498050803
0.06778222437205182,dive,48601,0.009945777014809747,-0.057836447357242075
0.08356102907467887,into,48601,0.009945777014809747,-0.07361525205986913
0.08248656168788493,taxi,48601,0.009945777014809747,-0.07254078467307518
0.09148738054935762,driver,48601,0.009945777014809747,-0.08154160353454787
0.10634318312463278,type,48601,0.009945777014809747,-0.09639740610982303
0.07188456229683687,"violence,",48601,0.009945777014809747,-0.06193878528202713
0.0701624431770158,which,48601,0.009945777014809747,-0.06021666616220605
0.10413912733520309,would,48601,0.009945777014809747,-0.09419335032039333
0.08930987016176514,have,48601,0.009945777014809747,-0.07936409314695539
0.07191308779800915,hit,48601,0.009945777014809747,-0.0619673107831994
0.08344034873265781,the,48601,0.009945777014809747,-0.07349457171784807
0.09910291419967152,message,48601,0.009945777014809747,-0.08915713718486176
0.0732092707878229,at,48601,0.009945777014809747,-0.06326349377301316
0.07392333481081269,the,48601,0.009945777014809747,-0.06397755779600295
0.06519672354524145,end,48601,0.009945777014809747,-0.0552509465304317
0.08555081694804292,of,48601,0.009945777014809747,-0.07560503993323317
0.08309901425040636,the,48601,0.009945777014809747,-0.07315323723559661
0.06941471790502145,movie,48601,0.009945777014809747,-0.0594689408902117
0.06723363317790243,on,48601,0.009945777014809747,-0.05728785616309268
0.08368315188523719,the,48601,0.009945777014809747,-0.07373737487042745
0.07434841066613913,head,48601,0.009945777014809747,-0.0644026336513294
0.08022005310570796,much,48601,0.009945777014809747,-0.0702742760908982
0.0773215731593528,harder.,48601,0.009945777014809747,-0.06737579614454306
0.05069444291899591,i,48601,0.009945777014809747,-0.04074866590418617
0.11636849805636863,can't,48601,0.009945777014809747,-0.1064227210415589
0.1323268156764372,even,48601,0.009945777014809747,-0.12238103866162744
0.04575440787798621,believe,48601,0.009945777014809747,-0.03580863086317646
0.09356858137087955,that,48601,0.009945777014809747,-0.08362280435606981
0.08843706481591752,there,48601,0.009945777014809747,-0.07849128780110778
0.09012803203998059,are,48601,0.009945777014809747,-0.08018225502517085
0.09253759282388424,like,48601,0.009945777014809747,-0.08259181580907449
0.07739749522232256,20,48601,0.009945777014809747,-0.0674517182075128
0.06491581968068183,other,48601,0.009945777014809747,-0.05497004266587208
0.08672167824164533,people,48601,0.009945777014809747,-0.07677590122683559
0.08261553400152731,who,48601,0.009945777014809747,-0.07266975698671757
0.07061540901186417,have,48601,0.009945777014809747,-0.06066963199705442
0.09165354328883923,seen,48601,0.009945777014809747,-0.08170776627402948
0.052698014837667555,this,48601,0.009945777014809747,-0.04275223782285781
0.10032365428298488,movie.,48601,0.009945777014809747,-0.09037787726817514
0.07537722867983034,"yeah,",48601,0.009945777014809747,-0.0654314516650206
0.05400758081556127,it's,48601,0.009945777014809747,-0.044061803800751524
0.0275816975927839,worth,48601,0.009945777014809747,-0.017635920577974154
0.05987149561897537,watching,48601,0.009945777014809747,-0.04992571860416562
0.06959944265504536,if,48601,0.009945777014809747,-0.059653665640235616
0.0717783378491794,you,48601,0.009945777014809747,-0.06183256083436966
0.09285915514157284,are,48601,0.009945777014809747,-0.08291337812676308
0.10962280744021051,real,48601,0.009945777014809747,-0.09967703042540077
0.13942127183380026,bored,48601,0.009945777014809747,-0.1294754948189905
0.0539199904969524,and,48601,0.009945777014809747,-0.04397421348214265
0.08892711682105163,you,48601,0.009945777014809747,-0.07898133980624189
0.08419829944064532,want,48601,0.009945777014809747,-0.07425252242583558
0.0784458473300089,to,48601,0.009945777014809747,-0.06850007031519914
0.052269202049464794,reaffirm,48601,0.009945777014809747,-0.04232342503465505
0.06775548788756208,the,48601,0.009945777014809747,-0.057809710872752336
0.12830394613657953,fact,48601,0.009945777014809747,-0.11835816912176977
0.0774804991628453,that,48601,0.009945777014809747,-0.06753472214803555
0.10793108893637038,anyone,48601,0.009945777014809747,-0.09798531192156062
0.08849843330121188,can,48601,0.009945777014809747,-0.07855265628640212
0.09870979423080757,make,48601,0.009945777014809747,-0.08876401721599783
0.10179767257033323,a,48601,0.009945777014809747,-0.09185189555552348
